Region	Site	Reference	Indicator	Latitude (¡N)	Longitude (¡E)	RSL (m)	RSL +1s	RSL -1s	Age (CE)	Age +2s	Age -2s
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.24	0.06	0.06	1931	5	5
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.23	0.06	0.06	1938	6	6
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.23	0.06	0.06	1940	3	3
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.19	0.06	0.06	1942	5	5
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.14	0.06	0.06	1950	5	5
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.17	0.06	0.06	1953	3	3
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.19	0.06	0.06	1955	4	4
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.23	0.06	0.06	1956	3	3
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.19	0.06	0.06	1957	4	4
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.16	0.06	0.06	1959	4	4
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.13	0.06	0.06	1960	3	3
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.14	0.06	0.06	1962	2	2
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.14	0.06	0.06	1966	2	2
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.13	0.06	0.06	1967	3	3
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.12	0.06	0.06	1970	3	3
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.10	0.06	0.06	1971	2	2
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.09	0.06	0.06	1974	1	1
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.09	0.06	0.06	1976	2	2
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.08	0.06	0.06	1979	1	1
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.07	0.06	0.06	1982	1	1
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.06	0.06	0.06	1986	1	1
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.04	0.06	0.06	1989	1	1
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.03	0.06	0.06	1993	0	0
Nova Scotia	Chezzetcook	Gehrels et al. (2005)	foraminifera	44.739	-63.260	-0.01	0.06	0.06	1996	0	0
Nova Scotia	Chezzetcook Inlet	Scott et al. (1995)	foraminifera	44.740	-63.260	-6.39	0.27	0.27	-836	421	421
Nova Scotia	Chezzetcook Inlet	Scott et al. (1995)	foraminifera	44.740	-63.260	-3.40	0.28	0.28	298	270	270
Rio de Janeiro-Brazil	Buzios	Martin and Suguio (1978)	vermetid	-22.733	-41.850	2.10	0.40	0.40	-1303	445	445
Rio de Janeiro-Brazil	Buzios	Martin and Suguio (1978)	vermetid	-22.767	-41.883	1.80	0.40	0.40	-1234	427	427
Rio de Janeiro-Brazil	Mangaratiba	Martin and Suguio (1978)	vermetid	-22.967	-44.033	1.70	0.40	0.40	-1123	258	258
Rio de Janeiro-Brazil	Itaipu-Acu	Ireland (1988)	herbaceous peat	-22.950	-42.900	0.32	0.25	0.25	-785	195	195
Rio de Janeiro-Brazil	Lagoa do Padre	Ireland (1988)	herbaceous peat	-22.933	-42.767	1.05	0.25	0.25	-630	188	188
Rio de Janeiro-Brazil	Itaipu-Acu	Ireland (1988)	herbaceous peat	-22.950	-42.900	0.42	0.25	0.25	-577	179	179
Rio de Janeiro-Brazil	Frade	Martin and Suguio (1978)	vermetid	-22.967	-42.433	1.50	0.40	0.40	-455	322	322
Rio de Janeiro-Brazil	Arraial do Cabro	Martin and Suguio (1978)	vermetid	-22.933	-42.017	1.80	0.40	0.40	-401	430	430
Rio de Janeiro-Brazil	Cabo Frio	Delibras and Laborel (1969)	vermetid	-22.900	-42.000	2.00	0.50	0.50	-101	239	239
Rio de Janeiro-Brazil	Corao Grande	Martin and Suguio (1978)	vermetid	-22.917	-43.833	1.60	0.40	0.40	-353	355	355
Rio de Janeiro-Brazil	Ilha do Araujo	Martin and Suguio (1978)	vermetid	-23.150	-44.683	1.40	0.40	0.40	42	217	217
Rio de Janeiro-Brazil	Ilha Grande	Delibras and Laborel (1969)	vermetid	-23.167	-44.167	1.50	0.50	0.50	760	218	218
Rio de Janeiro-Brazil	Mangaratiba	Martin and Suguio (1978)	vermetid	-22.967	-44.033	0.80	0.40	0.40	789	142	142
Rio de Janeiro-Brazil	Parati-Mirim	Martin and Suguio (1978)	vermetid	-23.233	-44.617	1.00	0.40	0.40	895	177	177
Rio de Janeiro-Brazil	Praia de Mambucaba	Martin and Suguio (1978)	vermetid	-23.033	-44.550	1.50	0.50	0.50	547	189	189
Rio de Janeiro-Brazil	Tarituba	Martin and Suguio (1978)	vermetid	-23.033	-44.600	0.70	0.40	0.40	1388	120	120
Santa Catarina-Brazil	Ponta da Galheta	Angulo et al. (1999)	vermetid	-28.567	-48.786	2.00	0.50	0.50	-688	195	195
Santa Catarina-Brazil	Ponta da Galheta	Angulo et al. (1999)	vermetid	-28.567	-48.786	0.75	0.50	0.50	-586	182	182
Santa Catarina-Brazil	Ponta da Passagem da Barra	Angulo et al. (1999)	vermetid	-28.505	-48.746	1.00	0.50	0.50	-188	272	272
Santa Catarina-Brazil	Cape of Santa Marta	Angulo et al. (1999)	vermetid	-28.605	-48.815	0.95	0.50	0.50	6	212	212
Santa Catarina-Brazil	Cape of Santa Marta	Angulo et al. (1999)	vermetid	-28.605	-48.815	0.35	0.50	0.50	291	153	153
Santa Catarina-Brazil	Cape of Santa Marta	Angulo et al. (1999)	vermetid	-28.605	-48.815	1.55	0.50	0.50	678	161	161
Santa Catarina-Brazil	Cape of Santa Marta	Angulo et al. (1999)	vermetid	-28.605	-48.815	1.05	0.50	0.50	811	220	220
Santa Catarina-Brazil	Cape of Santa Marta	Angulo et al. (1999)	vermetid	-28.605	-48.815	0.25	0.50	0.50	1047	145	145
Santa Catarina-Brazil	Cape of Santa Marta	Angulo et al. (1999)	vermetid	-28.605	-48.815	0.20	0.50	0.50	1197	140	140
Santa Catarina-Brazil	Ponta da Galheta	Angulo et al. (1999)	vermetid	-28.567	-48.786	1.15	0.50	0.50	158	182	182
Santa Catarina-Brazil	Ponta da Galheta	Angulo et al. (1999)	vermetid	-28.567	-48.786	0.80	0.50	0.50	734	202	202
Santa Catarina-Brazil	Ponta da Ilhota	Angulo et al. (1999)	vermetid	-28.536	-48.760	1.10	0.50	0.50	324	184	184
Santa Catarina-Brazil	Ponta da Ilhota	Angulo et al. (1999)	vermetid	-28.536	-48.760	1.05	0.50	0.50	833	152	152
Santa Catarina-Brazil	Ponta da Ilhota	Angulo et al. (1999)	vermetid	-28.505	-48.746	0.20	0.50	0.50	1180	131	131
Santa Catarina-Brazil	Ponta da Passagem da Barra	Angulo et al. (1999)	vermetid	-28.505	-48.746	1.00	0.50	0.50	-188	272	272
Santa Catarina-Brazil	Ponta da Passagem da Barra	Angulo et al. (1999)	vermetid	-28.505	-48.746	0.20	0.50	0.50	1186	133	133
Santa Catarina-Brazil	Ponta de Itapiruba	Angulo et al. (1999)	vermetid	-28.338	-48.699	0.20	0.50	0.50	1796	155	155
Santa Catarina-Brazil	Ponta de Itapiruba	Angulo et al. (1999)	vermetid	-28.338	-48.699	0.20	0.50	0.50	1835	116	116
Santa Catarina-Brazil	Ponta do Ji	Angulo et al. (1999)	vermetid	-28.424	-48.738	0.55	0.50	0.50	558	213	213
Santa Catarina-Brazil	Ponta do Ji	Angulo et al. (1999)	vermetid	-28.424	-48.738	0.40	0.50	0.50	1382	94	94
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.17	0.35	0.35	583	143	143
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.15	0.35	0.35	651	133	133
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.13	0.35	0.35	726	108	108
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.28	0.35	0.35	773	108	108
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.09	0.35	0.35	809	115	115
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.18	0.35	0.35	873	135	135
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.08	0.36	0.36	970	110	110
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.20	0.36	0.36	1030	95	95
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.04	0.35	0.35	1095	75	75
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.11	0.35	0.35	1164	80	80
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.05	0.35	0.35	1213	65	65
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.41	0.35	0.35	1278	95	95
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.09	0.35	0.35	1326	60	60
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.13	0.35	0.35	1358	63	63
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.22	0.35	0.35	1405	75	75
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.05	0.36	0.36	1479	63	63
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.14	0.36	0.36	1548	85	85
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.17	0.36	0.36	1580	80	80
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.20	0.36	0.36	1601	105	105
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.12	0.35	0.35	1649	93	93
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.24	0.35	0.35	1699	110	110
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	-0.02	0.35	0.35	1732	85	85
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.00	0.35	0.35	1768	85	85
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.03	0.35	0.35	1785	78	78
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.12	0.35	0.35	1791	80	80
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.07	0.35	0.35	1821	60	60
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.08	0.35	0.35	1844	55	55
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	-0.12	0.36	0.36	1871	33	33
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	-0.03	0.36	0.36	1882	33	33
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	-0.11	0.36	0.36	1905	18	18
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.04	0.35	0.35	1919	18	18
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.16	0.35	0.35	1929	8	8
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	-0.21	0.36	0.36	1946	3	3
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.01	0.35	0.35	1963	1	1
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	-0.02	0.35	0.35	1978	5	5
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.32	0.35	0.35	1987	3	3
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.14	0.35	0.35	1994	1	1
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.10	0.35	0.35	1998	3	3
Scotland	Kyle of Tongue	Barlow et al. (2014)	diatoms	58.400	-4.450	0.00	0.35	0.35	2009	3	3
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.22	0.35	0.35	235	202	202
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.24	0.35	0.35	267	201	201
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.28	0.35	0.35	300	197	197
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.18	0.35	0.35	316	190	190
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.22	0.35	0.35	333	187	187
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	0.00	0.35	0.35	365	174	174
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.06	0.35	0.35	397	158	158
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.04	0.36	0.36	437	143	143
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.25	0.35	0.35	493	130	130
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.30	0.35	0.35	555	94	94
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.33	0.36	0.36	622	121	121
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.17	0.36	0.36	686	162	162
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.16	0.36	0.36	750	182	182
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.11	0.36	0.36	815	175	175
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.19	0.36	0.36	888	143	143
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.16	0.36	0.36	978	151	151
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.30	0.35	0.35	1067	181	181
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.30	0.36	0.36	1156	188	188
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.16	0.36	0.36	1249	171	171
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.11	0.36	0.36	1335	109	109
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.29	0.35	0.35	1361	98	98
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.16	0.36	0.36	1383	100	100
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.27	0.35	0.35	1418	73	73
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.10	0.36	0.36	1449	71	71
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.10	0.36	0.36	1494	46	46
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	0.04	0.37	0.37	1549	47	47
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.20	0.35	0.35	1588	34	34
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.02	0.36	0.36	1625	34	34
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.20	0.36	0.36	1661	37	37
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.05	0.36	0.36	1698	69	69
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.10	0.36	0.36	1737	53	53
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.05	0.36	0.36	1772	60	60
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.06	0.36	0.36	1804	47	47
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.35	0.35	0.35	1823	45	45
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	0.03	0.35	0.35	1834	48	48
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.25	0.35	0.35	1852	25	25
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.06	0.35	0.35	1864	28	28
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.45	0.36	0.36	1880	13	13
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.41	0.36	0.36	1887	10	10
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	0.00	0.36	0.36	1893	21	21
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.42	0.35	0.35	1904	5	5
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.32	0.35	0.35	1910	3	3
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.13	0.35	0.35	1917	11	11
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.33	0.35	0.35	1918	5	5
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.18	0.35	0.35	1921	1	1
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.22	0.35	0.35	1931	3	3
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.19	0.35	0.35	1937	0	0
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.35	0.35	0.35	1941	2	2
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.36	0.35	0.35	1945	1	1
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.18	0.35	0.35	1954	3	3
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.36	0.35	0.35	1957	0	0
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.26	0.35	0.35	1964	1	1
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.33	0.35	0.35	1965	5	5
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.27	0.35	0.35	1971	0	0
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.21	0.35	0.35	1980	1	1
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.26	0.35	0.35	1987	2	2
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.24	0.35	0.35	1988	1	1
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.20	0.35	0.35	1992	1	1
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.10	0.35	0.35	1997	3	3
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.18	0.35	0.35	1998	1	1
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.29	0.35	0.35	2003	3	3
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.09	0.35	0.35	2007	3	3
Scotland	Loch Laxford	Barlow et al. (2014)	diatoms	58.400	-5.070	-0.15	0.35	0.35	2009	2	2
Scotland	Wick	Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)	Plants	58.450	-3.090	-0.42	0.11	0.11	-198	191	191
Scotland	Wick	Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)	Plants	58.450	-3.090	-0.08	0.11	0.11	-168	219	219
Scotland	Wick	Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)	Plants	58.450	-3.090	0.58	0.11	0.11	544	108	108
Scotland	Wick	Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)	Plants	58.450	-3.090	0.23	0.11	0.11	879	156	156
Scotland	Wick	Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)	Plants	58.450	-3.090	0.36	0.11	0.11	890	109	109
Scotland	Wick	Dawson and Smith (1997);  Compiled in Shennan and Horton (2002)	Plants	58.450	-3.090	0.95	0.11	0.11	1087	100	100
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-0.88	0.30	0.30	1442	39	39
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-0.07	0.30	0.30	1102	77	77
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-0.50	0.30	0.30	-646	153	153
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-1.03	0.30	0.30	34	84	84
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-1.36	0.30	0.30	309	82	82
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	0.14	0.30	0.30	1374	54	54
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-0.18	0.30	0.30	481	91	91
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-0.89	0.30	0.30	536	97	97
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-1.33	0.30	0.30	305	80	80
Seychelles	Barbarons	Woodroffe et al. (2015)	Mangrove Peat	-4.695	55.459	-1.54	0.30	0.30	455	116	116
South Africa	Groenvlei	Deevey et al. (1959); Martin (1968); Compiled in Compton (2001)	sediment	-34.050	23.040	-0.50	0.25	0.25	179	148	148
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.62	0.21	0.21	849	320	320
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.72	0.20	0.20	888	315	315
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.84	0.19	0.19	914	320	320
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.35	0.20	0.20	952	315	315
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.75	0.19	0.19	994	310	310
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.71	0.19	0.19	1027	310	310
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.46	0.22	0.22	1061	305	305
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.40	0.20	0.20	1085	305	305
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.68	0.21	0.21	1116	310	310
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-1.03	0.20	0.20	1143	310	310
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.62	0.20	0.20	1184	295	295
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.69	0.21	0.21	1218	290	290
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.81	0.19	0.19	1254	285	285
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.95	0.20	0.20	1286	280	280
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.86	0.19	0.19	1321	275	275
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.37	0.20	0.20	1347	275	275
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.57	0.21	0.21	1386	260	260
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.77	0.19	0.19	1418	255	255
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.71	0.20	0.20	1451	245	245
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.54	0.21	0.21	1480	240	240
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.26	0.20	0.20	1514	230	230
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.35	0.21	0.21	1546	220	220
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.25	0.20	0.20	1577	215	215
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.64	0.20	0.20	1612	205	205
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.21	0.20	0.20	1655	195	195
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.21	0.20	0.20	1705	170	170
South Africa	Kariega Estuary	Strachan et al. (2014)	foraminifera	-33.680	26.660	-0.17	0.20	0.20	1741	155	155
